employee_id,full_name,age,age_band,education_level,hire_date,exit_date,is_active,tenure_days,department,job_role,job_level,employment_type,base_salary_annual,store_id,manager_id,manager_name,manager_status
EMP000469,Penny Bowman,23,<25,High School,2021-07-23,,True,1696,Store Operations,Shift Supervisor,Supervisor,Full-time,46024.73,STR062,EMP000529,Melissa Bishop,Senior Manager
EMP000470,Vincent Reynolds,38,35-44,Master's,2021-04-02,,True,1808,Store Operations,Cashier,Entry,Part-time,18979.34,STR043,EMP001305,Tina Walter,Senior Manager
EMP000471,Amy Martinez,32,25-34,Bachelor's,2020-07-16,,True,2068,Store Operations,Cashier,Entry,Seasonal,8848.62,STR148,EMP001305,Tina Walter,Senior Manager
EMP000472,Christopher Morris,32,25-34,PhD,2020-02-08,,True,2227,Store Operations,Cashier,Entry,Full-time,31698.79,STR131,EMP001823,Nicholas Fitzgerald,Senior Manager
EMP000473,Hannah Everett,34,25-34,Some College,2021-05-07,,True,1773,Store Operations,Cashier,Entry,Part-time,13458.96,STR112,EMP002585,Kara Rogers,Senior Manager
EMP000474,Sarah King,24,<25,High School,2018-07-17,,True,2798,Store Operations,Cashier,Entry,Seasonal,12364.57,STR042,EMP002684,David James,Senior Manager
EMP000475,Krista Martinez,49,45-54,Bachelor's,2018-12-24,,True,2638,Store Operations,Cashier,Entry,Full-time,27277.01,STR081,EMP002712,Scott Meza,Senior Manager
EMP000476,Joseph Shaw,37,35-44,High School,2017-10-19,2022-09-09,False,1786,Store Operations,Cashier,Entry,Full-time,31929.65,STR014,EMP000053,Rebecca Valencia,Manager
EMP000477,Todd Moore,27,25-34,High School,2020-12-09,,True,1922,Store Operations,Cashier,Entry,Full-time,22737.97,STR027,EMP000121,Jamie Walton,Manager
EMP000478,Michelle Jacobs,38,35-44,Master's,2018-12-18,,True,2644,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,43307.81,STR124,EMP000240,Briana Murray,Manager
EMP000479,Kristy Bryan,29,25-34,Bachelor's,2020-09-10,,True,2012,Store Operations,Cashier,Entry,Full-time,31693.03,STR137,EMP000520,Michael Johnson,Manager
EMP000480,Angel May,35,35-44,High School,2021-05-19,2022-05-27,False,373,Store Operations,Sales Associate,Associate,Part-time,20566.3,STR150,EMP000767,Tamara Riddle,Manager
EMP000481,Marilyn Wang,21,<25,Bachelor's,2021-03-04,,True,1837,Store Operations,Sales Associate,Associate,Part-time,21331.67,STR124,EMP001026,Brandon Kelly,Manager
EMP000482,Mark Jimenez,23,<25,Bachelor's,2019-10-05,,True,2353,Store Operations,Sales Associate,Associate,Part-time,21809.39,STR119,EMP000121,Jamie Walton,Manager
EMP000483,Donna Frye,35,35-44,Master's,2021-12-08,2022-09-28,False,294,Store Operations,Cashier,Entry,Full-time,26545.41,STR086,EMP001224,Raymond Quinn,Manager
EMP000484,Dr. Michael Evans,27,25-34,Bachelor's,2021-05-12,,True,1768,Store Operations,Cashier,Entry,Full-time,28275.58,STR134,EMP001447,Sonya Jackson,Manager
EMP000485,Anthony Gonzales,29,25-34,Bachelor's,2013-10-16,,True,4533,Store Operations,Cashier,Entry,Full-time,27843.14,STR054,EMP001680,Zachary Santiago,Manager
EMP000486,Mr. Lawrence Edwards,25,25-34,High School,2017-09-21,,True,3097,Store Operations,Cashier,Entry,Part-time,18606.95,STR099,EMP002163,Mr. William Ward,Manager
EMP000487,Morgan Valencia,43,35-44,High School,2018-10-27,,True,2696,Store Operations,Cashier,Entry,Full-time,22454.46,STR069,EMP002493,Eric Williams,Manager
EMP000488,Bianca Wood,23,<25,Master's,2020-02-28,2021-08-08,False,527,Store Operations,Cashier,Entry,Full-time,24809.63,STR080,EMP002827,Amanda Wright,Manager
EMP000489,Emma Owens,34,25-34,Bachelor's,2019-04-05,,True,2536,Store Operations,Sales Associate,Associate,Full-time,39404.94,STR066,EMP001131,Michelle Walls,Executive
EMP000490,David Davis,21,<25,Some College,2021-05-08,2024-03-27,False,1054,Store Operations,Sales Associate,Associate,Full-time,38683.17,STR070,EMP002456,Jennifer Moore,Executive
EMP000491,James Gilbert,23,<25,Bachelor's,2021-12-01,,True,1565,Store Operations,Sales Associate,Associate,Full-time,33467.88,STR133,EMP000529,Melissa Bishop,Senior Manager
EMP000492,Sean Moore,48,45-54,PhD,2020-06-27,,True,2087,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,44301.99,STR087,EMP001823,Nicholas Fitzgerald,Senior Manager
EMP000493,Kenneth Edwards,47,45-54,Bachelor's,2021-04-28,,True,1782,Store Operations,Sales Associate,Associate,Part-time,18797.14,STR024,EMP002436,Miranda Murray,Senior Manager
EMP000494,Kathleen Robertson,33,25-34,High School,2021-05-08,,True,1772,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,37821.82,STR053,EMP002585,Kara Rogers,Senior Manager
EMP000495,Mr. Alexander Landry MD,37,35-44,Some College,2021-02-02,,True,1867,Store Operations,Sales Associate,Associate,Part-time,20138.63,STR011,EMP002684,David James,Senior Manager
EMP000496,Cindy Gomez,29,25-34,Master's,2013-12-21,,True,4467,Store Operations,Shift Supervisor,Supervisor,Part-time,29016.2,STR099,EMP002712,Scott Meza,Senior Manager
EMP000497,Johnny Khan,26,25-34,Master's,2021-01-07,,True,1893,Store Operations,Cashier,Entry,Full-time,27836.56,STR009,EMP000053,Rebecca Valencia,Manager
EMP000498,Julie Herrera,31,25-34,High School,2020-11-22,2023-09-11,False,1023,Store Operations,Sales Associate,Associate,Seasonal,11573.13,STR133,EMP000529,Melissa Bishop,Senior Manager
EMP000499,Jessica Khan,31,25-34,Bachelor's,2019-08-06,,True,2413,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,49615.92,STR013,EMP002493,Eric Williams,Manager
EMP000500,Pamela Diaz,29,25-34,Master's,2019-01-30,,True,2601,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,49793.16,STR139,EMP000240,Briana Murray,Manager
EMP000501,Kelly Lee,35,35-44,Some College,2021-11-23,,True,1573,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,45472.43,STR009,EMP000520,Michael Johnson,Manager
EMP000502,Angel Gordon,36,35-44,Bachelor's,2021-07-19,2022-06-11,False,327,Store Operations,Cashier,Entry,Full-time,27360.96,STR080,EMP000767,Tamara Riddle,Manager
EMP000503,Diana Hays,39,35-44,Master's,2021-04-20,,True,1790,Store Operations,Sales Associate,Associate,Full-time,31714.33,STR072,EMP001026,Brandon Kelly,Manager
EMP000504,Barbara Hester,21,<25,Master's,2021-04-09,,True,1801,Store Operations,Sales Associate,Associate,Part-time,22659.32,STR129,EMP001224,Raymond Quinn,Manager
EMP000505,Robert Morgan,35,35-44,Master's,2019-11-23,,True,2304,Store Operations,Senior Sales Associate,Senior_Associate,Part-time,27162.58,STR150,EMP001447,Sonya Jackson,Manager
EMP000506,Nicole Gonzalez,41,35-44,Bachelor's,2021-12-17,,True,1549,Store Operations,Sales Associate,Associate,Full-time,29951.4,STR003,EMP001680,Zachary Santiago,Manager
EMP000507,Kathryn Williams,30,25-34,Bachelor's,2021-12-21,,True,1545,Store Operations,Cashier,Entry,Full-time,31109.27,STR016,EMP002585,Kara Rogers,Senior Manager
EMP000508,Gary Wells,27,25-34,Bachelor's,2019-06-26,,True,2454,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,47338.06,STR069,EMP002163,Mr. William Ward,Manager
EMP000509,Larry Robertson,29,25-34,Some College,2021-05-07,,True,1773,Store Operations,Cashier,Entry,Full-time,31498.0,STR127,EMP002827,Amanda Wright,Manager
EMP000510,Louis Martin,41,35-44,High School,2021-07-17,,True,1702,Store Operations,Sales Associate,Associate,Full-time,36708.63,STR054,EMP001131,Michelle Walls,Executive
EMP000511,Nancy Evans MD,27,25-34,Some College,2021-09-12,,True,1645,Store Operations,Cashier,Entry,Part-time,16880.49,STR068,EMP002684,David James,Senior Manager
EMP000512,Kim Erickson,33,25-34,Some College,2021-01-02,2022-11-13,False,680,Store Operations,Senior Sales Associate,Senior_Associate,Part-time,24764.19,STR039,EMP002456,Jennifer Moore,Executive
EMP000513,Robert Richardson,47,45-54,Master's,2013-06-10,,True,4661,Store Operations,Cashier,Entry,Full-time,31327.28,STR002,EMP001305,Tina Walter,Senior Manager
EMP000514,Veronica Silva,41,35-44,High School,2020-09-13,,True,2009,Store Operations,Cashier,Entry,Full-time,30660.64,STR081,EMP001823,Nicholas Fitzgerald,Senior Manager
EMP000515,Molly Watts,33,25-34,High School,2021-05-13,,True,1767,Store Operations,Cashier,Entry,Full-time,22452.19,STR114,EMP002712,Scott Meza,Senior Manager
EMP000516,John Coffey,37,35-44,Bachelor's,2019-07-04,,True,2446,Store Operations,Sales Associate,Associate,Full-time,28316.4,STR075,EMP002436,Miranda Murray,Senior Manager
EMP000517,Paula Lane,47,45-54,Master's,2012-01-04,,True,5184,Store Operations,Cashier,Entry,Part-time,15458.78,STR037,EMP000053,Rebecca Valencia,Manager
EMP000518,Lauren Jackson,34,25-34,Some College,2013-09-12,,True,4567,Store Operations,Cashier,Entry,Part-time,18063.32,STR114,EMP002712,Scott Meza,Senior Manager
EMP000519,Lisa Randall,30,25-34,PhD,2020-10-24,2021-08-16,False,296,Store Operations,Cashier,Entry,Full-time,31872.76,STR055,EMP000121,Jamie Walton,Manager
EMP000520,Michael Johnson,25,25-34,Bachelor's,2020-02-06,,True,2229,Store Operations,Store Manager,Manager,Full-time,59512.51,STR106,EMP002684,David James,Senior Manager
EMP000521,Ashley Smith,31,25-34,Master's,2021-09-14,,True,1643,Store Operations,Cashier,Entry,Full-time,27941.31,STR053,EMP000240,Briana Murray,Manager
EMP000522,Christian Vaughn,45,45-54,Bachelor's,2020-11-04,2024-07-03,False,1337,Store Operations,Sales Associate,Associate,Seasonal,13028.28,STR100,EMP000520,Michael Johnson,Manager
EMP000523,Reginald Knapp,38,35-44,Some College,2017-04-28,2017-08-19,False,113,Store Operations,Cashier,Entry,Part-time,19019.49,STR075,EMP000767,Tamara Riddle,Manager
EMP000524,Nancy Brown,23,<25,High School,2020-10-01,,True,1991,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,47631.78,STR033,EMP001026,Brandon Kelly,Manager
EMP000525,Daniel Nguyen,21,<25,High School,2021-01-20,2023-04-21,False,821,Store Operations,Sales Associate,Associate,Part-time,22835.97,STR022,EMP001224,Raymond Quinn,Manager
EMP000526,Kelly Edwards,27,25-34,Bachelor's,2021-07-03,,True,1716,Store Operations,Cashier,Entry,Contractor,29355.62,STR130,EMP001447,Sonya Jackson,Manager
EMP000527,Thomas Peterson,45,45-54,Bachelor's,2019-11-22,,True,2305,Store Operations,Cashier,Entry,Full-time,26148.2,STR150,EMP001680,Zachary Santiago,Manager
EMP000528,Raymond Le,37,35-44,Bachelor's,2020-04-15,,True,2160,Store Operations,Cashier,Entry,Full-time,24734.07,STR009,EMP002163,Mr. William Ward,Manager
EMP000529,Melissa Bishop,32,25-34,High School,2017-10-09,,True,3079,Store Operations,Regional Operations Manager,Senior_Manager,Full-time,82255.02,STR133,EMP002456,Jennifer Moore,Executive
EMP000530,David Grant,32,25-34,High School,2019-07-21,,True,2429,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,47970.84,STR024,EMP002493,Eric Williams,Manager
EMP000531,William Evans,34,25-34,Bachelor's,2021-11-29,,True,1567,Store Operations,Cashier,Entry,Full-time,30129.01,STR064,EMP002827,Amanda Wright,Manager
EMP000532,Daniel Bush,42,35-44,Master's,2018-03-07,,True,2930,Store Operations,Cashier,Entry,Part-time,19198.31,STR048,EMP001131,Michelle Walls,Executive
EMP000533,Gregory Peck,37,35-44,Bachelor's,2020-11-18,,True,1943,Store Operations,Cashier,Entry,Full-time,31966.37,STR028,EMP002456,Jennifer Moore,Executive
EMP000534,Denise Martinez,35,35-44,Master's,2021-06-21,,True,1728,Store Operations,Cashier,Entry,Full-time,27554.32,STR069,EMP000529,Melissa Bishop,Senior Manager
EMP000535,Jamie Baird,34,25-34,Bachelor's,2021-04-21,,True,1789,Store Operations,Sales Associate,Associate,Full-time,37227.85,STR121,EMP002436,Miranda Murray,Senior Manager
EMP000536,Tina Ballard,32,25-34,Bachelor's,2020-01-01,,True,2265,Store Operations,Sales Associate,Associate,Full-time,39337.19,STR061,EMP001305,Tina Walter,Senior Manager
EMP000537,Dwayne Klein,28,25-34,Some College,2018-04-04,,True,2902,Store Operations,Cashier,Entry,Part-time,18297.88,STR057,EMP001823,Nicholas Fitzgerald,Senior Manager
EMP000538,Jeremy Scott,22,<25,Master's,2021-04-29,,True,1781,Store Operations,Sales Associate,Associate,Part-time,18580.91,STR069,EMP002585,Kara Rogers,Senior Manager
EMP000539,Dale Ryan,39,35-44,High School,2021-05-05,2024-01-17,False,987,Store Operations,Cashier,Entry,Part-time,15903.26,STR112,EMP002684,David James,Senior Manager
EMP000540,Melissa Taylor,35,35-44,High School,2021-01-14,2024-07-02,False,1265,Store Operations,Cashier,Entry,Full-time,23291.59,STR074,EMP000053,Rebecca Valencia,Manager
EMP000541,Laurie Sanchez,23,<25,Bachelor's,2019-05-13,,True,2498,Store Operations,Cashier,Entry,Full-time,31540.51,STR145,EMP000121,Jamie Walton,Manager
EMP000542,Kiara Little,29,25-34,Some College,2020-01-30,,True,2236,Store Operations,Cashier,Entry,Full-time,28061.75,STR033,EMP000240,Briana Murray,Manager
EMP000543,Jason Love,39,35-44,Master's,2016-10-08,,True,3445,Store Operations,Sales Associate,Associate,Full-time,30743.71,STR088,EMP000520,Michael Johnson,Manager
EMP000544,Randy Smith,32,25-34,Bachelor's,2021-02-23,,True,1846,Store Operations,Cashier,Entry,Full-time,28717.01,STR021,EMP000767,Tamara Riddle,Manager
EMP000545,Tanya Russell,23,<25,High School,2019-02-16,,True,2584,Store Operations,Cashier,Entry,Full-time,28181.28,STR103,EMP001026,Brandon Kelly,Manager
EMP000546,Sherry Woods,31,25-34,Bachelor's,2020-02-01,,True,2234,Store Operations,Cashier,Entry,Full-time,25581.63,STR046,EMP001224,Raymond Quinn,Manager
EMP000547,Victor Morris,21,<25,High School,2021-09-18,,True,1639,Store Operations,Sales Associate,Associate,Part-time,17617.61,STR116,EMP001447,Sonya Jackson,Manager
EMP000548,Susan Davis,40,35-44,High School,2012-02-06,,True,5151,Store Operations,Cashier,Entry,Full-time,28715.73,STR092,EMP001680,Zachary Santiago,Manager
EMP000549,Kimberly Sharp,21,<25,Bachelor's,2021-08-23,2023-03-02,False,556,Store Operations,Sales Associate,Associate,Part-time,20546.22,STR108,EMP002163,Mr. William Ward,Manager
EMP000550,Susan Thompson,35,35-44,High School,2017-11-09,,True,3048,Store Operations,Sales Associate,Associate,Full-time,37267.82,STR139,EMP002493,Eric Williams,Manager
EMP000551,Casey Gillespie,35,35-44,Bachelor's,2021-08-02,,True,1686,Store Operations,Cashier,Entry,Full-time,27201.64,STR015,EMP002827,Amanda Wright,Manager
EMP000552,Jennifer Simpson DVM,23,<25,Some College,2021-05-17,2022-02-06,False,265,Store Operations,Sales Associate,Associate,Full-time,38226.18,STR121,EMP002436,Miranda Murray,Senior Manager
EMP000553,Tammy Mcdowell,24,<25,High School,2021-08-15,,True,1673,Store Operations,Cashier,Entry,Full-time,27519.07,STR143,EMP001131,Michelle Walls,Executive
EMP000554,Keith Rodriguez,22,<25,High School,2020-12-03,,True,1928,Store Operations,Sales Associate,Associate,Full-time,34731.26,STR027,EMP002456,Jennifer Moore,Executive
EMP000555,Mrs. Virginia Daniels,28,25-34,Bachelor's,2016-06-15,2024-07-25,False,2962,Store Operations,Sales Associate,Associate,Full-time,38519.84,STR139,EMP000529,Melissa Bishop,Senior Manager
EMP000556,Todd Rosales MD,36,35-44,High School,2018-08-06,,True,2778,Store Operations,Sales Associate,Associate,Part-time,19705.08,STR100,EMP001305,Tina Walter,Senior Manager
EMP000557,Brian Martin,25,25-34,High School,2018-06-30,,True,2815,Store Operations,Cashier,Entry,Full-time,23340.15,STR053,EMP001823,Nicholas Fitzgerald,Senior Manager
EMP000558,David Lopez,29,25-34,High School,2020-06-21,,True,2093,Store Operations,Cashier,Entry,Full-time,22287.83,STR148,EMP001305,Tina Walter,Senior Manager
EMP000559,Rachel Bradley,33,25-34,Bachelor's,2019-01-18,,True,2613,Store Operations,Cashier,Entry,Full-time,29551.37,STR116,EMP002585,Kara Rogers,Senior Manager
EMP000560,Casey Chase,23,<25,Master's,2021-02-06,,True,1863,Store Operations,Cashier,Entry,Full-time,28203.1,STR123,EMP002827,Amanda Wright,Manager
EMP000561,Samantha Robertson,22,<25,Bachelor's,2020-08-24,,True,2029,Store Operations,Cashier,Entry,Part-time,17424.48,STR123,EMP002827,Amanda Wright,Manager
EMP000562,Michael Lopez,34,25-34,High School,2018-01-18,,True,2978,Store Operations,Sales Associate,Associate,Full-time,30555.57,STR111,EMP002684,David James,Senior Manager
EMP000563,Franklin Wright,37,35-44,High School,2021-06-29,,True,1720,Store Operations,Sales Associate,Associate,Full-time,29636.46,STR137,EMP002712,Scott Meza,Senior Manager
EMP000564,David Molina,48,45-54,High School,2012-01-04,,True,5184,Store Operations,Cashier,Entry,Full-time,22145.45,STR046,EMP000053,Rebecca Valencia,Manager
EMP000565,Elizabeth Sharp,27,25-34,Master's,2020-09-20,,True,2002,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,40258.81,STR127,EMP000121,Jamie Walton,Manager
EMP000566,Matthew Schwartz,41,35-44,Bachelor's,2021-03-03,,True,1838,Store Operations,Sales Associate,Associate,Part-time,21047.41,STR085,EMP000240,Briana Murray,Manager
EMP000567,Bryan Parker,21,<25,Some College,2021-10-26,2024-03-02,False,858,Store Operations,Cashier,Entry,Full-time,25922.44,STR138,EMP000520,Michael Johnson,Manager
EMP000568,Jonathan Jacobson,37,35-44,High School,2020-10-21,,True,1971,Store Operations,Cashier,Entry,Full-time,26374.75,STR035,EMP000767,Tamara Riddle,Manager
EMP000569,Emily Wilson,33,25-34,High School,2020-10-31,,True,1961,Store Operations,Sales Associate,Associate,Contractor,42734.89,STR007,EMP001026,Brandon Kelly,Manager
EMP000570,Elizabeth Mendez,33,25-34,Some College,2020-09-14,,True,2008,Store Operations,Cashier,Entry,Seasonal,10193.02,STR036,EMP001224,Raymond Quinn,Manager
EMP000571,Casey Hernandez,49,45-54,High School,2021-01-13,,True,1887,Store Operations,Shift Supervisor,Supervisor,Part-time,30751.09,STR112,EMP001447,Sonya Jackson,Manager
EMP000572,Lisa Perry,24,<25,Some College,2018-02-25,,True,2940,Store Operations,Cashier,Entry,Full-time,29836.53,STR089,EMP001680,Zachary Santiago,Manager
EMP000573,Kaitlin Medina,43,35-44,Master's,2021-04-14,,True,1796,Store Operations,Cashier,Entry,Full-time,25965.43,STR033,EMP002163,Mr. William Ward,Manager
EMP000574,Colleen Wright,38,35-44,Bachelor's,2017-11-11,2024-03-25,False,2326,Store Operations,Sales Associate,Associate,Part-time,21279.02,STR114,EMP002712,Scott Meza,Senior Manager
EMP000575,Shelley Miller,24,<25,High School,2018-12-26,,True,2636,Store Operations,Sales Associate,Associate,Full-time,38348.36,STR140,EMP002493,Eric Williams,Manager
EMP000576,Michael Miller,34,25-34,Bachelor's,2012-03-31,,True,5097,Store Operations,Sales Associate,Associate,Full-time,39394.25,STR062,EMP001131,Michelle Walls,Executive
EMP000577,Amy Kelley,49,45-54,Some College,2015-10-18,,True,3801,Store Operations,Senior Sales Associate,Senior_Associate,Part-time,22323.66,STR133,EMP000529,Melissa Bishop,Senior Manager
EMP000578,Laura Hernandez,38,35-44,High School,2019-04-07,,True,2534,Store Operations,Sales Associate,Associate,Full-time,39119.05,STR075,EMP002456,Jennifer Moore,Executive
EMP000579,Joseph Wilson,32,25-34,Some College,2019-12-29,,True,2268,Store Operations,Cashier,Entry,Full-time,26921.16,STR113,EMP001823,Nicholas Fitzgerald,Senior Manager
EMP000580,Kevin Davis,27,25-34,High School,2020-07-17,,True,2067,Store Operations,Cashier,Entry,Full-time,24582.44,STR138,EMP002436,Miranda Murray,Senior Manager
EMP000581,Rhonda Chavez,31,25-34,Some College,2021-09-24,,True,1633,Store Operations,Cashier,Entry,Full-time,26591.36,STR064,EMP002585,Kara Rogers,Senior Manager
EMP000582,Joyce Brown,38,35-44,Master's,2020-07-08,,True,2076,Store Operations,Sales Associate,Associate,Part-time,23856.23,STR138,EMP002684,David James,Senior Manager
EMP000583,Robert Cummings,28,25-34,High School,2021-12-12,2024-01-15,False,764,Store Operations,Cashier,Entry,Full-time,26926.18,STR122,EMP000767,Tamara Riddle,Manager
EMP000584,Robert Reese,28,25-34,Bachelor's,2016-08-07,2023-10-25,False,2635,Store Operations,Cashier,Entry,Full-time,25287.52,STR140,EMP000053,Rebecca Valencia,Manager
EMP000585,Amber Cooper,34,25-34,High School,2019-01-28,,True,2603,Store Operations,Cashier,Entry,Part-time,17000.41,STR077,EMP000121,Jamie Walton,Manager
EMP000586,Zachary Michael,21,<25,Master's,2021-01-10,,True,1890,Store Operations,Sales Associate,Associate,Seasonal,12352.7,STR061,EMP000240,Briana Murray,Manager
EMP000587,Timothy Johnson,32,25-34,Bachelor's,2019-12-16,2022-11-19,False,1069,Store Operations,Cashier,Entry,Full-time,22758.63,STR030,EMP000520,Michael Johnson,Manager
EMP000588,Randy Cannon,40,35-44,Bachelor's,2019-01-09,2020-11-25,False,686,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,36933.2,STR052,EMP001026,Brandon Kelly,Manager
EMP000589,Maria Fisher,24,<25,High School,2021-07-23,,True,1696,Store Operations,Sales Associate,Associate,Part-time,17721.93,STR118,EMP001224,Raymond Quinn,Manager
EMP000590,Janet Kane DVM,22,<25,Bachelor's,2020-09-07,2023-03-31,False,935,Store Operations,Cashier,Entry,Seasonal,9407.61,STR120,EMP001447,Sonya Jackson,Manager
EMP000591,Michael Stanley,21,<25,Bachelor's,2021-02-03,,True,1866,Store Operations,Cashier,Entry,Full-time,23388.27,STR128,EMP001680,Zachary Santiago,Manager
EMP000592,Martha Bailey,34,25-34,Some College,2018-12-23,2023-11-19,False,1792,Store Operations,Cashier,Entry,Seasonal,11363.5,STR085,EMP002163,Mr. William Ward,Manager
EMP000593,Joshua Rice,42,35-44,Bachelor's,2016-12-20,2022-11-20,False,2161,Store Operations,Sales Associate,Associate,Part-time,18109.54,STR037,EMP002493,Eric Williams,Manager
EMP000594,Courtney Smith,27,25-34,Master's,2020-10-19,,True,1973,Store Operations,Cashier,Entry,Full-time,25456.67,STR106,EMP000520,Michael Johnson,Manager
EMP000595,Edwin Nunez,42,35-44,Some College,2020-09-27,,True,1995,Store Operations,Sales Associate,Associate,Part-time,23256.88,STR058,EMP001131,Michelle Walls,Executive
EMP000596,Kim Morrow,25,25-34,Some College,2020-11-09,,True,1952,Store Operations,Senior Sales Associate,Senior_Associate,Part-time,25265.65,STR067,EMP002456,Jennifer Moore,Executive
EMP000597,Gregory Hill,37,35-44,Bachelor's,2017-09-17,,True,3101,Store Operations,Cashier,Entry,Full-time,28675.58,STR084,EMP000529,Melissa Bishop,Senior Manager
EMP000598,Molly Rodriguez,38,35-44,High School,2019-02-21,,True,2579,Store Operations,Sales Associate,Associate,Full-time,30067.84,STR148,EMP001305,Tina Walter,Senior Manager
EMP000599,Jennifer Miranda,25,25-34,High School,2021-09-12,,True,1645,Store Operations,Sales Associate,Associate,Part-time,18184.48,STR095,EMP001823,Nicholas Fitzgerald,Senior Manager
EMP000600,Alexis Harris,35,35-44,High School,2020-03-24,,True,2182,Store Operations,Cashier,Entry,Part-time,13445.21,STR081,EMP002436,Miranda Murray,Senior Manager
EMP000601,Andrew Harper,36,35-44,Bachelor's,2020-10-29,,True,1963,Store Operations,Cashier,Entry,Full-time,23689.35,STR115,EMP002585,Kara Rogers,Senior Manager
EMP000602,Amber Yang,36,35-44,Bachelor's,2020-02-24,,True,2211,Store Operations,Cashier,Entry,Full-time,24785.9,STR129,EMP002684,David James,Senior Manager
EMP000603,David Robinson,31,25-34,High School,2020-09-27,,True,1995,Store Operations,Sales Associate,Associate,Part-time,18074.48,STR048,EMP002712,Scott Meza,Senior Manager
EMP000604,Amy Gordon,25,25-34,Some College,2017-03-25,,True,3277,Store Operations,Sales Associate,Associate,Full-time,29064.43,STR062,EMP000053,Rebecca Valencia,Manager
EMP000605,Robert Dennis,26,25-34,High School,2016-01-26,2017-04-19,False,449,Store Operations,Senior Sales Associate,Senior_Associate,Part-time,22085.72,STR088,EMP000121,Jamie Walton,Manager
EMP000606,Kyle Chambers,30,25-34,Bachelor's,2020-08-01,,True,2052,Store Operations,Cashier,Entry,Full-time,26607.79,STR069,EMP000240,Briana Murray,Manager
EMP000607,Eric Thomas,32,25-34,High School,2016-08-07,,True,3507,Store Operations,Shift Supervisor,Supervisor,Full-time,45714.01,STR070,EMP000767,Tamara Riddle,Manager
EMP000608,Connie Turner,29,25-34,Master's,2019-12-09,,True,2288,Store Operations,Cashier,Entry,Full-time,25642.7,STR051,EMP001026,Brandon Kelly,Manager
EMP000609,Travis Hobbs,30,25-34,Bachelor's,2020-03-30,,True,2176,Store Operations,Sales Associate,Associate,Full-time,34041.01,STR034,EMP001224,Raymond Quinn,Manager
EMP000610,Lori Simmons,22,<25,Some College,2021-02-12,,True,1857,Store Operations,Cashier,Entry,Full-time,28903.95,STR028,EMP001447,Sonya Jackson,Manager
EMP000611,William David DDS,34,25-34,Bachelor's,2019-11-03,,True,2324,Store Operations,Cashier,Entry,Part-time,13435.87,STR010,EMP001680,Zachary Santiago,Manager
EMP000612,Emma Butler,23,<25,Some College,2021-11-20,,True,1576,Store Operations,Cashier,Entry,Part-time,17996.46,STR129,EMP002163,Mr. William Ward,Manager
EMP000613,James Webster,40,35-44,Master's,2016-02-10,,True,3686,Store Operations,Senior Sales Associate,Senior_Associate,Full-time,44418.51,STR032,EMP002493,Eric Williams,Manager
EMP000614,Samuel Turner,39,35-44,High School,2017-10-21,2019-02-27,False,494,Store Operations,Sales Associate,Associate,Seasonal,11592.44,STR147,EMP002827,Amanda Wright,Manager
EMP000615,Renee Melendez,45,45-54,High School,2019-01-04,2024-08-09,False,2044,Store Operations,Cashier,Entry,Part-time,18441.47,STR070,EMP001131,Michelle Walls,Executive
EMP000616,Tracy Grant,38,35-44,Bachelor's,2019-12-26,,True,2271,Store Operations,Cashier,Entry,Full-time,31208.72,STR128,EMP002456,Jennifer Moore,Executive
EMP000617,David Harris,31,25-34,High School,2021-03-18,2023-08-27,False,892,Store Operations,Cashier,Entry,Full-time,22610.78,STR077,EMP000529,Melissa Bishop,Senior Manager
EMP000618,Tammy Boone,24,<25,Master's,2021-04-08,2023-05-19,False,771,Store Operations,Cashier,Entry,Full-time,24768.78,STR105,EMP001305,Tina Walter,Senior Manager
EMP000619,Nathaniel Lee,32,25-34,Bachelor's,2019-08-24,2023-12-26,False,1585,Store Operations,Cashier,Entry,Seasonal,12024.81,STR054,EMP001823,Nicholas Fitzgerald,Senior Manager
EMP000620,Michael Morrison,40,35-44,Bachelor's,2021-06-07,,True,1742,Store Operations,Shift Supervisor,Supervisor,Full-time,55468.67,STR086,EMP002436,Miranda Murray,Senior Manager
EMP000621,Chelsea Gill,24,<25,Bachelor's,2018-12-03,,True,2659,Store Operations,Cashier,Entry,Full-time,23845.21,STR048,EMP002585,Kara Rogers,Senior Manager
EMP000622,Kristin Mendoza,44,35-44,Some College,2020-04-04,,True,2171,Store Operations,Cashier,Entry,Full-time,24093.49,STR102,EMP002684,David James,Senior Manager
EMP000623,Felicia Krueger,27,25-34,Bachelor's,2020-02-28,2023-01-03,False,1040,Store Operations,Cashier,Entry,Full-time,25704.72,STR142,EMP002712,Scott Meza,Senior Manager
