employee_id,avg_performance,avg_satisfaction,avg_productivity,total_promotions,months_observed,promotion_score,full_name,department,job_role,job_level,base_salary_annual
EMP003536,4.0536111111111115,7.838888888888889,1.5271666666666668,0,36,78.85,Matthew Garcia,Logistics/Warehousing,Stock Clerk,Entry,23296.79
EMP004994,4.015,8.038888888888888,1.5075277777777778,0,36,78.85,Julia Long,Fresh Produce,Senior Produce Clerk,Senior_Associate,44726.97
EMP001564,4.085833333333333,7.672222222222222,1.5430000000000001,0,36,78.85,Brittany Melton,Store Operations,Cashier,Entry,24748.06
EMP001753,4.126111111111111,7.466666666666667,1.5630277777777777,0,36,78.85,Katherine Graham,Store Operations,Cashier,Entry,22121.21
EMP003737,4.089444444444444,7.6499999999999995,1.544722222222222,1,36,78.84,Ashley Sanchez,Logistics/Warehousing,Stock Clerk,Entry,28619.14
EMP000038,4.078333333333333,7.708333333333333,1.5390555555555556,0,36,78.84,Christopher Bass,Store Operations,Senior Sales Associate,Senior_Associate,36465.08
EMP002694,4.0905555555555555,7.63611111111111,1.5456111111111113,0,36,78.82,Gavin Nelson,Store Operations,Cashier,Entry,26640.95
EMP000667,4.1113888888888885,7.533333333333333,1.5552777777777778,0,36,78.82,Steven Rivera,Store Operations,Sales Associate,Associate,30951.49
EMP002464,4.056666666666667,7.813888888888889,1.5285555555555554,0,36,78.82,Kelly Kent,Store Operations,Cashier,Entry,27693.77
EMP002209,4.136666666666667,7.3999999999999995,1.5683055555555556,0,36,78.82,Annette Holland,Store Operations,Sales Associate,Associate,12602.65
EMP002717,4.076388888888889,7.708333333333333,1.5379444444444443,0,36,78.81,Jessica Romero,Store Operations,Cashier,Entry,11385.83
EMP006799,4.063888888888889,7.772222222222222,1.532111111111111,0,36,78.81,Jennifer Velasquez,Finance,Finance Associate,Associate,29176.53
EMP003843,4.115277777777778,7.508333333333334,1.5574166666666667,0,36,78.81,Elizabeth Marks,Logistics/Warehousing,Stock Clerk,Entry,26755.96
EMP000770,4.129166666666666,7.430555555555555,1.5649444444444445,0,36,78.8,Megan Burns,Store Operations,Sales Associate,Associate,37855.09
EMP006663,4.1225,7.466666666666667,1.56125,0,36,78.8,Joseph Ayers,HR,HR Associate,Associate,19296.38
EMP007414,4.082222222222223,7.675000000000001,1.541361111111111,0,36,78.8,Matthew Price,Customer Service,Customer Service Associate,Associate,37901.62
EMP001381,4.086666666666667,7.652777777777778,1.5435,0,36,78.8,Adam Brooks,Store Operations,Cashier,Entry,23635.24
EMP002633,4.060833333333333,7.786111111111111,1.5304722222222222,0,36,78.8,Ronald Clark,Store Operations,Shift Supervisor,Supervisor,42078.54
EMP006906,4.093333333333334,7.61388888888889,1.54675,0,36,78.79,David Le,Finance,Finance Supervisor,Supervisor,25765.35
EMP002442,4.045555555555556,7.861111111111111,1.52275,0,36,78.79,Jason Jennings,Store Operations,Cashier,Entry,27417.05
EMP002133,4.028333333333333,7.947222222222223,1.5142777777777778,0,36,78.78,Christopher Hanna,Store Operations,Senior Sales Associate,Senior_Associate,43396.34
EMP006353,4.087777777777777,7.6416666666666675,1.5435,0,36,78.78,Andrea Baker,Meat/Fish & Bakery,Food Prep Worker,Entry,22375.29
EMP001890,4.118888888888889,7.4750000000000005,1.559388888888889,0,36,78.77,Jill Powers,Store Operations,Cashier,Entry,31918.1
EMP001387,4.024166666666667,7.963888888888889,1.5123055555555556,0,36,78.77,Rhonda Gutierrez,Store Operations,Sales Associate,Associate,22369.01
EMP004644,4.0625,7.763888888888889,1.5311944444444443,0,36,78.76,Belinda Fisher,Fresh Produce,Produce Clerk,Associate,29580.24
EMP004451,4.060277777777778,7.7749999999999995,1.5302499999999999,0,36,78.76,Nicole Mills,Logistics/Warehousing,Stock Clerk,Entry,26200.11
EMP000406,4.060277777777777,7.7749999999999995,1.5300833333333332,0,36,78.76,Marie Moody,Store Operations,Cashier,Entry,30955.23
EMP002077,4.055,7.802777777777777,1.5275277777777778,0,36,78.76,Shawn Duffy,Store Operations,Cashier,Entry,14632.78
EMP000697,4.12,7.466666666666667,1.560138888888889,0,36,78.76,Michael Henry,Store Operations,Cashier,Entry,24886.31
EMP001474,4.042777777777777,7.861111111111111,1.5215555555555556,1,36,78.75,Jonathan Walker,Store Operations,Cashier,Entry,26041.4
EMP005128,4.065277777777777,7.747222222222222,1.5325555555555554,0,36,78.75,Melody Stevens,Fresh Produce,Produce Clerk,Associate,30996.93
EMP002521,4.078333333333333,7.677777777777777,1.5392777777777777,0,36,78.75,Linda Bautista,Store Operations,Sales Associate,Associate,39941.43
EMP004892,4.014444444444445,8.008333333333333,1.50725,0,36,78.75,George Bradshaw,Fresh Produce,Produce Assistant,Entry,13534.45
EMP002527,4.048055555555555,7.833333333333333,1.523777777777778,0,36,78.74,Danielle Mcdaniel,Store Operations,Cashier,Entry,24107.05
EMP003216,4.12,7.458333333333333,1.560361111111111,0,36,78.74,Ronnie Hudson MD,Logistics/Warehousing,Warehouse Worker,Associate,29410.62
EMP001467,4.101111111111111,7.558333333333334,1.5504444444444445,0,36,78.74,Elizabeth Cross,Store Operations,Sales Associate,Associate,39726.09
EMP004855,4.133333333333334,7.3916666666666675,1.5667222222222223,0,36,78.74,Katie Kaiser,Fresh Produce,Produce Clerk,Associate,21319.22
EMP002170,4.047222222222222,7.833333333333333,1.52325,0,36,78.73,John Johnson,Store Operations,Cashier,Entry,25251.04
EMP004522,4.0216666666666665,7.963888888888889,1.5111388888888888,0,36,78.73,Wyatt Rodriguez,Fresh Produce,Produce Clerk,Associate,34925.4
EMP006673,4.096111111111111,7.574999999999999,1.5480833333333335,0,36,78.72,Christopher Harrison,HR,HR Associate,Associate,30956.18
EMP000350,4.0633333333333335,7.747222222222222,1.5315277777777778,0,36,78.72,Hannah Luna,Store Operations,Cashier,Entry,28258.6
EMP002638,4.075277777777778,7.686111111111111,1.5375833333333333,0,36,78.72,Michael Mooney,Store Operations,Cashier,Entry,17766.23
EMP005797,4.0625,7.747222222222222,1.5314444444444444,0,36,78.71,Rachel Walsh,Meat/Fish & Bakery,Butcher,Associate,17777.37
EMP006692,4.084722222222222,7.633333333333334,1.542361111111111,0,36,78.71,Matthew Krause,HR,HR Associate,Associate,12245.35
EMP003215,4.053888888888888,7.786111111111111,1.5271388888888888,0,36,78.7,Susan May,Logistics/Warehousing,Supply Chain Director,Senior_Manager,89183.93
EMP005936,4.060555555555556,7.75,1.5301111111111112,0,36,78.69,Logan Golden,Meat/Fish & Bakery,Senior Butcher,Senior_Associate,45989.19
EMP000969,4.062777777777778,7.73888888888889,1.5315833333333333,0,36,78.69,Jimmy Marks,Store Operations,Cashier,Entry,16598.43
EMP000359,4.098888888888889,7.552777777777777,1.5494166666666667,1,36,78.69,Anthony Romero,Store Operations,Cashier,Entry,18841.38
EMP002263,4.054722222222222,7.777777777777778,1.5273611111111112,0,36,78.68,Steven Small,Store Operations,Cashier,Entry,18555.14
EMP002415,4.099722222222223,7.544444444444445,1.5498888888888889,0,36,78.68,Stephen Duncan,Store Operations,Cashier,Entry,16232.73
EMP001836,4.0875,7.605555555555556,1.5436666666666667,0,36,78.67,Richard Wood,Store Operations,Cashier,Entry,28564.79
EMP000384,4.097222222222222,7.552777777777777,1.5486666666666666,0,36,78.67,Chad Jones,Store Operations,Sales Associate,Associate,23117.8
EMP004503,4.085,7.6194444444444445,1.5423055555555556,0,36,78.67,Gary Miller,Fresh Produce,Produce Clerk,Associate,31458.21
EMP001864,4.095555555555555,7.563888888888889,1.5478055555555554,0,36,78.67,Jennifer Cooper,Store Operations,Senior Sales Associate,Senior_Associate,43175.4
EMP002753,4.016111111111112,7.9750000000000005,1.5079722222222223,0,36,78.67,Christopher Porter,Store Operations,Sales Associate,Associate,18671.32
EMP000737,4.0775,7.652777777777778,1.5389166666666665,0,36,78.66,Lisa Cervantes,Store Operations,Cashier,Entry,15554.67
EMP002780,4.058888888888889,7.75,1.5290833333333333,0,36,78.66,Barbara Willis,Store Operations,Cashier,Entry,24091.85
EMP005599,4.065555555555556,7.711111111111112,1.5331944444444445,0,36,78.66,Justin Williams,Fresh Produce,Produce Assistant,Entry,28622.32
EMP002413,4.095555555555555,7.561111111111111,1.5474722222222224,0,36,78.66,Amanda Robinson,Store Operations,Senior Sales Associate,Senior_Associate,25370.31
EMP007373,4.101111111111111,7.530555555555556,1.550638888888889,0,36,78.66,Dillon Nelson,Customer Service,Senior Customer Service Specialist,Senior_Associate,36492.44
EMP002323,4.051944444444445,7.780555555555556,1.5260833333333332,0,36,78.65,Heather Thompson,Store Operations,Cashier,Entry,16847.43
EMP006470,4.021944444444444,7.933333333333334,1.5110277777777776,0,36,78.64,Rhonda Cervantes,Meat/Fish & Bakery,Butcher,Associate,37196.22
EMP002498,4.023333333333333,7.922222222222222,1.5120833333333334,0,36,78.63,Stephen Robles,Store Operations,Sales Associate,Associate,38386.93
EMP006608,4.044444444444444,7.811111111111111,1.5220277777777778,0,36,78.62,Brooke Harmon,HR,HR Assistant,Entry,27368.59
EMP000056,4.065555555555555,7.699999999999999,1.5329444444444444,0,36,78.62,Marc Moore,Store Operations,Cashier,Entry,18731.25
EMP006727,4.028611111111111,7.888888888888889,1.5145,0,36,78.61,John Harris,HR,HR Assistant,Entry,25373.59
EMP007174,4.112777777777778,7.452777777777778,1.5563888888888888,2,36,78.61,Miguel Williams,IT,IT Assistant,Entry,29497.26
EMP000020,4.040277777777778,7.830555555555555,1.5198055555555556,0,36,78.61,William Baker,Store Operations,Cashier,Entry,24912.29
EMP000282,4.06,7.7250000000000005,1.5304722222222222,0,36,78.61,Colton Martinez,Store Operations,Cashier,Entry,25379.95
EMP002785,4.1066666666666665,7.486111111111111,1.5534166666666667,0,36,78.61,Joshua King,Store Operations,Cashier,Entry,30537.85
EMP003250,4.04,7.830555555555555,1.5197222222222222,0,36,78.61,Nathan Hess,Logistics/Warehousing,Stock Clerk,Entry,28314.19
EMP000865,4.084444444444444,7.597222222222222,1.5420833333333333,0,36,78.6,Dale Chan,Store Operations,Senior Sales Associate,Senior_Associate,41011.45
EMP006403,4.078333333333333,7.627777777777778,1.5392222222222223,0,36,78.6,Michael Snyder,Meat/Fish & Bakery,Food Prep Worker,Entry,24035.11
EMP006319,4.050833333333333,7.7666666666666675,1.5253055555555557,0,36,78.59,Jennifer Allen,Meat/Fish & Bakery,Senior Butcher,Senior_Associate,26829.48
EMP002423,4.051944444444445,7.763888888888889,1.5257777777777777,0,36,78.59,Kayla Schneider,Store Operations,Senior Sales Associate,Senior_Associate,46343.2
EMP005131,4.072777777777778,7.655555555555556,1.5359444444444443,0,36,78.59,James Anderson,Fresh Produce,Produce Assistant,Entry,27592.18
EMP003293,4.065833333333334,7.688888888888889,1.5330000000000001,0,36,78.59,Austin White,Logistics/Warehousing,Stock Clerk,Entry,25894.05
EMP004768,4.0186111111111105,7.936111111111111,1.5090833333333333,0,36,78.59,Marcus Fields,Fresh Produce,Produce Clerk,Associate,29168.4
EMP005189,4.044444444444444,7.797222222222222,1.5223333333333333,0,36,78.58,Jeffery Jordan,Fresh Produce,Produce Assistant,Entry,31381.81
EMP001886,4.035,7.847222222222222,1.5175,0,36,78.58,James Randall,Store Operations,Sales Associate,Associate,33538.69
EMP004009,4.046666666666667,7.783333333333333,1.5235277777777778,0,36,78.58,Jacqueline Monroe,Logistics/Warehousing,Stock Clerk,Entry,28796.97
EMP003629,4.067777777777778,7.675000000000001,1.5341944444444444,0,36,78.58,Christopher Waters,Logistics/Warehousing,Stock Clerk,Entry,29925.95
EMP005970,4.072500000000001,7.655555555555556,1.5357222222222222,0,36,78.58,Mr. John Decker MD,Meat/Fish & Bakery,Food Prep Worker,Entry,30255.35
EMP004086,4.111944444444444,7.444444444444445,1.5561111111111112,0,36,78.57,Miss Stephanie Cherry,Logistics/Warehousing,Stock Clerk,Entry,22599.43
EMP004438,4.083611111111111,7.591666666666667,1.5417777777777777,0,36,78.57,Timothy Sanchez,Logistics/Warehousing,Warehouse Worker,Associate,37389.11
EMP000504,4.053888888888888,7.747222222222222,1.5266388888888889,0,36,78.57,Barbara Hester,Store Operations,Sales Associate,Associate,22659.32
EMP003922,4.053055555555556,7.75,1.526361111111111,0,36,78.57,Kelly Miller,Logistics/Warehousing,Stock Clerk,Entry,26002.12
EMP002557,4.012499999999999,7.955555555555555,1.5062777777777778,0,36,78.56,Melissa Brewer,Store Operations,Cashier,Entry,27225.77
EMP006780,4.099444444444445,7.5055555555555555,1.5498333333333334,0,36,78.56,Gina Cunningham,Finance,Finance Assistant,Entry,13528.47
EMP004526,4.078333333333333,7.616666666666666,1.5391944444444445,0,36,78.56,Anne Obrien,Fresh Produce,Produce Assistant,Entry,26296.73
EMP004733,4.036944444444445,7.830555555555555,1.5184444444444445,0,36,78.56,Anthony Garrison,Fresh Produce,Produce Assistant,Entry,29240.29
EMP004130,4.086388888888889,7.572222222222223,1.5434444444444444,0,36,78.56,Aaron Thompson,Logistics/Warehousing,Stock Clerk,Entry,22011.12
EMP000506,4.077777777777778,7.616666666666666,1.5386111111111112,0,36,78.55,Nicole Gonzalez,Store Operations,Sales Associate,Associate,29951.4
EMP001008,4.0616666666666665,7.697222222222223,1.530861111111111,0,36,78.55,Brian Hunt,Store Operations,Cashier,Entry,30491.96
EMP002159,4.087777777777777,7.561111111111111,1.5436388888888888,0,36,78.54,Shelby Rodriguez,Store Operations,Senior Sales Associate,Senior_Associate,16702.11
EMP002781,4.098888888888889,7.5,1.5491666666666668,1,36,78.53,Martha Lee,Store Operations,Sales Associate,Associate,28599.75
EMP006306,4.022222222222222,7.897222222222222,1.5107777777777778,0,36,78.53,Taylor Mack,Meat/Fish & Bakery,Food Prep Worker,Entry,15858.76
EMP006797,4.036666666666666,7.816666666666666,1.5186666666666666,0,36,78.52,Tina Ellis,Finance,Finance Assistant,Entry,31616.11
EMP005610,4.051111111111111,7.741666666666666,1.525611111111111,0,36,78.52,Matthew Moore,Fresh Produce,Produce Supervisor,Supervisor,30160.48
EMP002008,4.053055555555556,7.730555555555556,1.5268888888888887,0,36,78.52,Heidi Graham,Store Operations,Cashier,Entry,17860.26
EMP005013,4.051944444444445,7.741666666666666,1.5255277777777776,0,36,78.52,Mark Wilson,Fresh Produce,Senior Produce Clerk,Senior_Associate,17212.09
EMP005326,4.054722222222222,7.722222222222222,1.5275277777777778,0,36,78.52,Amy Sanders,Fresh Produce,Produce Assistant,Entry,27785.42
EMP000455,4.043055555555556,7.783333333333333,1.5212777777777777,0,36,78.51,Katherine Martinez,Store Operations,Sales Associate,Associate,29334.37
EMP005139,4.094166666666667,7.5166666666666675,1.5470277777777777,0,36,78.51,Ashley Duran,Fresh Produce,Senior Produce Clerk,Senior_Associate,45246.71
EMP002986,4.103055555555556,7.469444444444444,1.5519444444444443,0,36,78.51,James Montoya,Store Operations,Cashier,Entry,31670.35
EMP001296,4.042222222222223,7.786111111111111,1.5211666666666668,0,36,78.51,Aaron Moore,Store Operations,Sales Associate,Associate,18241.08
EMP000641,4.088888888888889,7.541666666666667,1.5443333333333333,0,36,78.5,Ryan Landry,Store Operations,Shift Supervisor,Supervisor,42361.28
EMP005441,4.062222222222222,7.677777777777777,1.5303611111111113,0,36,78.49,Kurt Martinez,Fresh Produce,Produce Assistant,Entry,26603.29
EMP005820,4.047222222222222,7.7555555555555555,1.5231666666666668,0,36,78.49,Kristin Hudson,Meat/Fish & Bakery,Food Prep Worker,Entry,26967.43
EMP005821,4.068611111111111,7.6416666666666675,1.5339444444444446,0,36,78.48,James Livingston,Meat/Fish & Bakery,Food Prep Worker,Entry,30429.45
EMP005033,4.050000000000001,7.736111111111111,1.5250833333333333,0,36,78.48,Chad Rivera,Fresh Produce,Produce Assistant,Entry,27644.17
EMP003987,4.038055555555555,7.797222222222222,1.5189722222222222,0,36,78.48,Erica Rose,Logistics/Warehousing,Stock Clerk,Entry,13772.17
EMP000938,4.074999999999999,7.602777777777778,1.537,0,36,78.46,Nicholas Payne,Store Operations,Cashier,Entry,31142.99
EMP002038,4.108888888888889,7.419444444444445,1.5543888888888888,0,36,78.45,Tony Ramsey,Store Operations,Cashier,Entry,23512.47
EMP001772,4.035,7.802777777777777,1.5173611111111112,0,36,78.45,Brittany Riley,Store Operations,Sales Associate,Associate,37420.2
EMP000447,4.0311111111111115,7.819444444444445,1.5160277777777778,0,36,78.45,Austin Osborne,Store Operations,Cashier,Entry,31860.01
EMP006941,4.071666666666666,7.611111111111111,1.535611111111111,0,36,78.44,Mark Adams,Finance,Finance Associate,Associate,37743.61
EMP001301,4.028333333333333,7.830555555555555,1.5139166666666666,0,36,78.43,Destiny Obrien,Store Operations,Cashier,Entry,22315.86
EMP002334,4.066666666666666,7.633333333333334,1.5333055555555555,0,36,78.43,Krystal Jones,Store Operations,Cashier,Entry,28865.9
EMP002748,4.035833333333333,7.788888888888888,1.5179444444444445,0,36,78.42,Deborah Fisher,Store Operations,Cashier,Entry,23469.63
EMP007095,3.990277777777778,8.022222222222222,1.495138888888889,0,36,78.42,Christopher Salinas,IT,IT Assistant,Entry,25567.23
EMP000072,4.071666666666667,7.6000000000000005,1.5358055555555556,0,36,78.41,Kenneth Scott,Store Operations,Sales Associate,Associate,30384.59
EMP006378,4.060277777777777,7.655555555555556,1.5300277777777778,0,36,78.4,Faith Smith,Meat/Fish & Bakery,Senior Butcher,Senior_Associate,52155.57
EMP000370,4.056111111111111,7.675000000000001,1.52825,0,36,78.4,Jake Campbell,Store Operations,Cashier,Entry,9077.45
EMP007370,4.039166666666667,7.763888888888889,1.5193055555555555,0,36,78.39,Alyssa Morales,Customer Service,Customer Service Associate,Associate,38810.89
EMP000822,4.063888888888888,7.6305555555555555,1.5320277777777778,0,36,78.38,Sandra Becker,Store Operations,Cashier,Entry,13227.79
EMP001018,4.028888888888889,7.808333333333334,1.514611111111111,0,36,78.38,James Johnson,Store Operations,Sales Associate,Associate,34815.34
EMP002735,4.0616666666666665,7.6416666666666675,1.5307222222222223,1,36,78.38,Luis Murphy,Store Operations,Sales Associate,Associate,39312.69
EMP000594,4.054444444444445,7.677777777777777,1.5275555555555556,0,36,78.38,Courtney Smith,Store Operations,Cashier,Entry,25456.67
EMP005589,4.084722222222222,7.519444444444444,1.5425833333333334,0,36,78.37,Krista White,Fresh Produce,Senior Produce Clerk,Senior_Associate,48928.33
EMP000687,4.086111111111111,7.51111111111111,1.5430277777777777,0,36,78.37,Charles Turner,Store Operations,Senior Sales Associate,Senior_Associate,43574.19
EMP007040,4.030833333333334,7.794444444444445,1.5158333333333334,0,36,78.37,Nicole Roberson,IT,IT Assistant,Entry,28636.25
EMP006207,4.0905555555555555,7.48888888888889,1.5454722222222221,0,36,78.37,Kimberly Taylor,Meat/Fish & Bakery,Food Prep Worker,Entry,24585.57
EMP003380,4.051944444444445,7.688888888888889,1.5254444444444444,0,36,78.36,Shannon Curry,Logistics/Warehousing,Stock Clerk,Entry,28989.49
EMP003827,4.065833333333334,7.608333333333334,1.5330833333333334,0,36,78.35,Javier Stanley,Logistics/Warehousing,Warehouse Worker,Associate,20160.19
EMP004215,4.036666666666666,7.76111111111111,1.5180555555555555,0,36,78.35,Kathryn Morris,Logistics/Warehousing,Stock Clerk,Entry,28377.74
EMP004908,4.025277777777777,7.819444444444445,1.5122222222222221,1,36,78.34,Jason Thomas,Fresh Produce,Produce Assistant,Entry,24057.94
EMP001588,4.078611111111112,7.536111111111111,1.5396111111111113,0,36,78.33,Taylor Andersen,Store Operations,Cashier,Entry,10417.28
EMP000481,4.078055555555555,7.536111111111111,1.5392222222222223,0,36,78.32,Marilyn Wang,Store Operations,Sales Associate,Associate,21331.67
EMP001162,4.0969444444444445,7.441666666666666,1.548111111111111,0,36,78.32,Heather Bowers,Store Operations,Senior Sales Associate,Senior_Associate,22159.83
EMP001572,4.019722222222223,7.841666666666667,1.5094722222222223,0,36,78.32,Kyle Sanchez,Store Operations,Cashier,Entry,14208.09
EMP000834,4.019722222222223,7.838888888888889,1.5097222222222222,0,36,78.32,Ian Porter,Store Operations,Cashier,Entry,23763.87
EMP002318,4.074999999999999,7.550000000000001,1.5376944444444445,1,36,78.32,Jennifer Woodard,Store Operations,Cashier,Entry,15567.46
EMP000218,4.016666666666667,7.852777777777778,1.5083888888888888,0,36,78.32,Colin Terry,Store Operations,Cashier,Entry,17678.95
EMP003997,4.028333333333333,7.786111111111111,1.5147222222222223,0,36,78.31,Margaret Stevenson,Logistics/Warehousing,Warehouse Worker,Associate,19207.69
EMP001103,4.0713888888888885,7.566666666666666,1.5358611111111111,0,36,78.31,Jillian Wilson,Store Operations,Cashier,Entry,30837.86
EMP007107,4.122222222222223,7.305555555555555,1.5612777777777778,1,36,78.31,Victoria Berry,IT,IT Associate,Associate,28338.3
EMP005368,4.108055555555556,7.377777777777778,1.5538333333333334,0,36,78.31,Ryan Lawson,Fresh Produce,Produce Assistant,Entry,25709.74
EMP001071,4.100277777777778,7.419444444444445,1.550138888888889,0,36,78.31,Misty Garcia,Store Operations,Cashier,Entry,24963.08
EMP000310,4.019166666666667,7.833333333333333,1.510138888888889,0,36,78.31,Ronald Davis,Store Operations,Sales Associate,Associate,31249.99
EMP006766,4.056388888888889,7.644444444444444,1.5280555555555555,1,36,78.31,Ashley Santos,Finance,Finance Associate,Associate,38869.08
EMP002581,4.029166666666667,7.783333333333333,1.5146111111111111,0,36,78.3,Antonio Walton,Store Operations,Cashier,Entry,23229.21
EMP002475,4.026944444444444,7.794444444444445,1.51325,0,36,78.3,Johnny Riddle,Store Operations,Cashier,Entry,27333.87
EMP007383,4.105555555555556,7.383333333333334,1.553,0,36,78.29,Steven Martin,Customer Service,Customer Service Assistant,Entry,19122.6
EMP002762,4.091111111111111,7.461111111111112,1.545388888888889,0,36,78.29,Willie Garza,Store Operations,Cashier,Entry,22078.42
EMP007160,4.078055555555555,7.527777777777778,1.539111111111111,0,36,78.29,Catherine Walls,IT,IT Associate,Associate,34971.62
EMP000194,4.069166666666667,7.569444444444445,1.5349166666666667,0,36,78.29,Brandon Bailey MD,Store Operations,Sales Associate,Associate,21358.33
EMP000544,4.051388888888889,7.661111111111111,1.525638888888889,0,36,78.28,Randy Smith,Store Operations,Cashier,Entry,28717.01
EMP006375,4.054722222222222,7.6416666666666675,1.5278333333333334,0,36,78.28,Christopher Thomas,Meat/Fish & Bakery,Butcher,Associate,30512.18
EMP001936,4.070833333333334,7.561111111111111,1.5355555555555556,0,36,78.28,Gloria Mckinney,Store Operations,Cashier,Entry,30049.89
EMP002197,4.074722222222222,7.541666666666667,1.5374166666666667,0,36,78.28,Arthur Jordan,Store Operations,Sales Associate,Associate,33524.3
EMP002145,4.034722222222222,7.747222222222222,1.5176666666666667,0,36,78.28,Mark Warren IV,Store Operations,Sales Associate,Associate,33654.01
EMP003062,3.989166666666667,7.9833333333333325,1.4943055555555556,0,36,78.28,Steven Mayo,Logistics/Warehousing,Warehouse Worker,Associate,29104.8
EMP006369,4.018888888888889,7.822222222222223,1.5092222222222222,0,36,78.26,Gregory Martinez,Meat/Fish & Bakery,Food Prep Worker,Entry,10814.88
EMP005241,4.0275,7.7749999999999995,1.5136944444444445,0,36,78.25,Anthony Wells,Fresh Produce,Produce Clerk,Associate,39748.38
EMP001862,4.070833333333334,7.550000000000001,1.5355555555555556,0,36,78.25,Dorothy Brown,Store Operations,Cashier,Entry,17136.97
EMP006177,4.0811111111111105,7.497222222222222,1.540638888888889,0,36,78.25,Emily Martinez,Meat/Fish & Bakery,Butcher,Associate,34739.13
EMP006939,4.055833333333333,7.627777777777778,1.5280833333333335,0,36,78.25,Jeffrey Smith,Finance,Finance Assistant,Entry,26979.49
EMP002639,4.033611111111111,7.73888888888889,1.516638888888889,0,36,78.24,Jeanne Rose,Store Operations,Cashier,Entry,31507.73
EMP001491,4.028333333333333,7.7666666666666675,1.5141944444444446,1,36,78.24,Ashley Brown,Store Operations,Sales Associate,Associate,30850.53
EMP001117,4.081111111111111,7.491666666666666,1.541,0,36,78.24,Jenna Bryant,Store Operations,Cashier,Entry,13748.92
EMP002405,4.085833333333333,7.469444444444444,1.5428333333333333,0,36,78.24,Shelley York,Store Operations,Cashier,Entry,17262.72
EMP000949,4.006111111111111,7.877777777777778,1.502888888888889,1,36,78.23,Edgar Miller,Store Operations,Senior Sales Associate,Senior_Associate,48108.35
EMP002233,4.019166666666667,7.805555555555555,1.5096944444444444,0,36,78.22,Natalie Martinez,Store Operations,Sales Associate,Associate,38834.74
EMP006032,4.0713888888888885,7.538888888888888,1.5354999999999999,1,36,78.22,Edward Taylor,Meat/Fish & Bakery,Food Prep Worker,Entry,25560.67
EMP003522,4.036388888888889,7.713888888888889,1.5181666666666667,0,36,78.21,Michael Baker,Logistics/Warehousing,Stock Clerk,Entry,16014.64
EMP006493,4.024166666666667,7.777777777777778,1.5121666666666667,1,36,78.21,Ronald Marshall,Meat/Fish & Bakery,Food Prep Worker,Entry,15664.9
EMP000915,4.049444444444444,7.644444444444444,1.5249444444444444,1,36,78.2,Eric Taylor,Store Operations,Cashier,Entry,27520.47
EMP003342,4.011666666666667,7.838888888888889,1.5055,0,36,78.19,Jerry Davenport,Logistics/Warehousing,Warehouse Worker,Associate,38440.25
EMP004512,4.043333333333333,7.672222222222222,1.5215555555555556,1,36,78.19,Bradley Miller,Fresh Produce,Produce Clerk,Associate,33659.79
EMP005642,3.961111111111111,8.097222222222221,1.4808055555555555,0,36,78.19,Angela Hunt,Meat/Fish & Bakery,Food Prep Worker,Entry,30194.96
EMP000492,4.039444444444444,7.694444444444445,1.5194444444444446,0,36,78.19,Sean Moore,Store Operations,Senior Sales Associate,Senior_Associate,44301.99
EMP005387,4.094166666666666,7.405555555555556,1.5471944444444443,0,36,78.18,Shelly Moss,Fresh Produce,Produce Clerk,Associate,33346.21
EMP004863,4.0505555555555555,7.633333333333334,1.5248333333333333,0,36,78.18,Megan Juarez,Fresh Produce,Produce Assistant,Entry,22690.37
EMP002866,4.085277777777778,7.449999999999999,1.542861111111111,0,36,78.18,Charles Castaneda,Store Operations,Senior Sales Associate,Senior_Associate,43701.33
EMP004619,4.047222222222222,7.6499999999999995,1.52375,0,36,78.18,Lindsey York,Fresh Produce,Produce Assistant,Entry,25024.66
EMP001274,4.011666666666667,7.830555555555555,1.5057777777777777,0,36,78.17,Matthew Watts,Store Operations,Cashier,Entry,8958.48
EMP000165,4.004444444444444,7.8694444444444445,1.5016944444444444,0,36,78.17,Julie Alexander,Store Operations,Cashier,Entry,22902.9
EMP001040,4.043611111111111,7.663888888888888,1.5218055555555554,0,36,78.17,Lucas Schultz,Store Operations,Sales Associate,Associate,31783.48
EMP001170,4.075833333333333,7.497222222222222,1.5376944444444445,0,36,78.16,Lisa Haley,Store Operations,Cashier,Entry,14922.23
EMP003274,4.067222222222222,7.538888888888888,1.533777777777778,0,36,78.16,Susan Patrick,Logistics/Warehousing,Warehouse Supervisor,Supervisor,51641.82
EMP003930,3.9941666666666666,7.916666666666667,1.4970277777777778,1,36,78.16,Stacy Werner,Logistics/Warehousing,Senior Warehouse Worker,Senior_Associate,36805.81
EMP002468,4.028611111111111,7.73888888888889,1.5139166666666666,0,36,78.15,Louis Patrick,Store Operations,Cashier,Entry,22394.6
EMP005818,4.070277777777778,7.519444444444444,1.5350277777777779,0,36,78.15,Elijah Archer,Meat/Fish & Bakery,Food Prep Worker,Entry,27807.69
EMP002371,4.050277777777778,7.625,1.5249166666666667,0,36,78.15,Eric Graham,Store Operations,Sales Associate,Associate,35827.5
EMP002110,4.061111111111111,7.566666666666666,1.530861111111111,0,36,78.15,Pamela Hernandez DVM,Store Operations,Sales Associate,Associate,39802.26
EMP002870,4.109166666666667,7.316666666666666,1.5543888888888888,0,36,78.14,Vincent Watson,Store Operations,Sales Associate,Associate,32236.6
